[0.000000] (-) TimerEvent: {}
[0.000205] (myrobot) JobQueued: {'identifier': 'myrobot', 'dependencies': OrderedDict()}
[0.000360] (myrobot) JobStarted: {'identifier': 'myrobot'}
[0.005023] (myrobot) JobProgress: {'identifier': 'myrobot', 'progress': 'cmake'}
[0.005312] (myrobot) JobProgress: {'identifier': 'myrobot', 'progress': 'build'}
[0.005876] (myrobot) Command: {'cmd': ['/usr/bin/cmake', '--build', '/home/cuong/ros2_ws/build/myrobot', '--', '-j12', '-l12'], 'cwd': '/home/cuong/ros2_ws/build/myrobot', 'env': OrderedDict([('LESSOPEN', '| /usr/bin/lesspipe %s'), ('USER', 'cuong'), ('LC_TIME', 'lzh_TW'), ('XDG_SESSION_TYPE', 'wayland'), ('SHLVL', '1'), ('LD_LIBRARY_PATH', '/usr/lib/x86_64-linux-gnu/gazebo-11/plugins:/opt/ros/humble/opt/rviz_ogre_vendor/lib:/opt/ros/humble/lib/x86_64-linux-gnu:/opt/ros/humble/lib'), ('HOME', '/home/cuong'), ('OLDPWD', '/home/cuong'), ('DESKTOP_SESSION', 'ubuntu'), ('ROS_PYTHON_VERSION', '3'), ('GNOME_SHELL_SESSION_MODE', 'ubuntu'), ('GTK_MODULES', 'gail:atk-bridge'), ('LC_MONETARY', 'lzh_TW'), ('SYSTEMD_EXEC_PID', '1695'), ('DBUS_SESSION_BUS_ADDRESS', 'unix:path=/run/user/1000/bus'), ('COLORTERM', 'truecolor'), ('IM_CONFIG_PHASE', '1'), ('WAYLAND_DISPLAY', 'wayland-0'), ('ROS_DISTRO', 'humble'), ('LOGNAME', 'cuong'), ('_', '/usr/bin/colcon'), ('ROS_VERSION', '2'), ('XDG_SESSION_CLASS', 'user'), ('USERNAME', 'cuong'), ('TERM', 'xterm-256color'), ('GNOME_DESKTOP_SESSION_ID', 'this-is-deprecated'), ('ROS_LOCALHOST_ONLY', '0'), ('PATH', '/opt/ros/humble/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/snap/bin:/snap/bin'), ('SESSION_MANAGER', 'local/cuong-Dell-G15-5511:@/tmp/.ICE-unix/1663,unix/cuong-Dell-G15-5511:/tmp/.ICE-unix/1663'), ('XDG_MENU_PREFIX', 'gnome-'), ('LC_ADDRESS', 'lzh_TW'), ('GNOME_TERMINAL_SCREEN', '/org/gnome/Terminal/screen/e3e8062c_aad3_4abb_af88_c0f194a586c1'), ('GNOME_SETUP_DISPLAY', ':1'), ('XDG_RUNTIME_DIR', '/run/user/1000'), ('DISPLAY', ':0'), ('LANG', 'en_US.UTF-8'), ('XDG_CURRENT_DESKTOP', 'ubuntu:GNOME'), ('LC_TELEPHONE', 'lzh_TW'), ('XMODIFIERS', '@im=ibus'), ('XDG_SESSION_DESKTOP', 'ubuntu'), ('XAUTHORITY', '/run/user/1000/.mutter-Xwaylandauth.0M14E3'), ('LS_COLORS', 'rs=0:di=01;34:ln=01;36:mh=00:pi=40;33:so=01;35:do=01;35:bd=40;33;01:cd=40;33;01:or=40;31;01:mi=00:su=37;41:sg=30;43:ca=30;41:tw=30;42:ow=34;42:st=37;44:ex=01;32:*.tar=01;31:*.tgz=01;31:*.arc=01;31:*.arj=01;31:*.taz=01;31:*.lha=01;31:*.lz4=01;31:*.lzh=01;31:*.lzma=01;31:*.tlz=01;31:*.txz=01;31:*.tzo=01;31:*.t7z=01;31:*.zip=01;31:*.z=01;31:*.dz=01;31:*.gz=01;31:*.lrz=01;31:*.lz=01;31:*.lzo=01;31:*.xz=01;31:*.zst=01;31:*.tzst=01;31:*.bz2=01;31:*.bz=01;31:*.tbz=01;31:*.tbz2=01;31:*.tz=01;31:*.deb=01;31:*.rpm=01;31:*.jar=01;31:*.war=01;31:*.ear=01;31:*.sar=01;31:*.rar=01;31:*.alz=01;31:*.ace=01;31:*.zoo=01;31:*.cpio=01;31:*.7z=01;31:*.rz=01;31:*.cab=01;31:*.wim=01;31:*.swm=01;31:*.dwm=01;31:*.esd=01;31:*.jpg=01;35:*.jpeg=01;35:*.mjpg=01;35:*.mjpeg=01;35:*.gif=01;35:*.bmp=01;35:*.pbm=01;35:*.pgm=01;35:*.ppm=01;35:*.tga=01;35:*.xbm=01;35:*.xpm=01;35:*.tif=01;35:*.tiff=01;35:*.png=01;35:*.svg=01;35:*.svgz=01;35:*.mng=01;35:*.pcx=01;35:*.mov=01;35:*.mpg=01;35:*.mpeg=01;35:*.m2v=01;35:*.mkv=01;35:*.webm=01;35:*.webp=01;35:*.ogm=01;35:*.mp4=01;35:*.m4v=01;35:*.mp4v=01;35:*.vob=01;35:*.qt=01;35:*.nuv=01;35:*.wmv=01;35:*.asf=01;35:*.rm=01;35:*.rmvb=01;35:*.flc=01;35:*.avi=01;35:*.fli=01;35:*.flv=01;35:*.gl=01;35:*.dl=01;35:*.xcf=01;35:*.xwd=01;35:*.yuv=01;35:*.cgm=01;35:*.emf=01;35:*.ogv=01;35:*.ogx=01;35:*.aac=00;36:*.au=00;36:*.flac=00;36:*.m4a=00;36:*.mid=00;36:*.midi=00;36:*.mka=00;36:*.mp3=00;36:*.mpc=00;36:*.ogg=00;36:*.ra=00;36:*.wav=00;36:*.oga=00;36:*.opus=00;36:*.spx=00;36:*.xspf=00;36:'), ('GNOME_TERMINAL_SERVICE', ':1.214'), ('SSH_AGENT_LAUNCHER', 'gnome-keyring'), ('SSH_AUTH_SOCK', '/run/user/1000/keyring/ssh'), ('AMENT_PREFIX_PATH', '/opt/ros/humble'), ('SHELL', '/bin/bash'), ('LC_NAME', 'lzh_TW'), ('QT_ACCESSIBILITY', '1'), ('myrobot', '/home/cuong/ros2_ws/src/myrobot'), ('GDMSESSION', 'ubuntu'), ('LESSCLOSE', '/usr/bin/lesspipe %s %s'), ('IGN_GAZEBO_RESOURCE_PATH', ':/home/cuong/ros2_ws/src/myrobot'), ('LC_MEASUREMENT', 'lzh_TW'), ('LC_IDENTIFICATION', 'lzh_TW'), ('QT_IM_MODULE', 'ibus'), ('PWD', '/home/cuong/ros2_ws/build/myrobot'), ('LC_ALL', 'en_US.UTF-8'), ('XDG_CONFIG_DIRS', '/etc/xdg/xdg-ubuntu:/etc/xdg'), ('XDG_DATA_DIRS', '/usr/share/ubuntu:/usr/local/share/:/usr/share/:/var/lib/snapd/desktop'), ('PYTHONPATH', '/opt/ros/humble/lib/python3.10/site-packages:/opt/ros/humble/local/lib/python3.10/dist-packages'), ('LC_NUMERIC', 'lzh_TW'), ('LC_PAPER', 'lzh_TW'), ('COLCON', '1'), ('VTE_VERSION', '6800'), ('CMAKE_PREFIX_PATH', '/opt/ros/humble')]), 'shell': False}
[0.032002] (myrobot) CommandEnded: {'returncode': 0}
[0.032638] (myrobot) JobProgress: {'identifier': 'myrobot', 'progress': 'install'}
[0.042384] (myrobot) Command: {'cmd': ['/usr/bin/cmake', '--install', '/home/cuong/ros2_ws/build/myrobot'], 'cwd': '/home/cuong/ros2_ws/build/myrobot', 'env': OrderedDict([('LESSOPEN', '| /usr/bin/lesspipe %s'), ('USER', 'cuong'), ('LC_TIME', 'lzh_TW'), ('XDG_SESSION_TYPE', 'wayland'), ('SHLVL', '1'), ('LD_LIBRARY_PATH', '/usr/lib/x86_64-linux-gnu/gazebo-11/plugins:/opt/ros/humble/opt/rviz_ogre_vendor/lib:/opt/ros/humble/lib/x86_64-linux-gnu:/opt/ros/humble/lib'), ('HOME', '/home/cuong'), ('OLDPWD', '/home/cuong'), ('DESKTOP_SESSION', 'ubuntu'), ('ROS_PYTHON_VERSION', '3'), ('GNOME_SHELL_SESSION_MODE', 'ubuntu'), ('GTK_MODULES', 'gail:atk-bridge'), ('LC_MONETARY', 'lzh_TW'), ('SYSTEMD_EXEC_PID', '1695'), ('DBUS_SESSION_BUS_ADDRESS', 'unix:path=/run/user/1000/bus'), ('COLORTERM', 'truecolor'), ('IM_CONFIG_PHASE', '1'), ('WAYLAND_DISPLAY', 'wayland-0'), ('ROS_DISTRO', 'humble'), ('LOGNAME', 'cuong'), ('_', '/usr/bin/colcon'), ('ROS_VERSION', '2'), ('XDG_SESSION_CLASS', 'user'), ('USERNAME', 'cuong'), ('TERM', 'xterm-256color'), ('GNOME_DESKTOP_SESSION_ID', 'this-is-deprecated'), ('ROS_LOCALHOST_ONLY', '0'), ('PATH', '/opt/ros/humble/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/snap/bin:/snap/bin'), ('SESSION_MANAGER', 'local/cuong-Dell-G15-5511:@/tmp/.ICE-unix/1663,unix/cuong-Dell-G15-5511:/tmp/.ICE-unix/1663'), ('XDG_MENU_PREFIX', 'gnome-'), ('LC_ADDRESS', 'lzh_TW'), ('GNOME_TERMINAL_SCREEN', '/org/gnome/Terminal/screen/e3e8062c_aad3_4abb_af88_c0f194a586c1'), ('GNOME_SETUP_DISPLAY', ':1'), ('XDG_RUNTIME_DIR', '/run/user/1000'), ('DISPLAY', ':0'), ('LANG', 'en_US.UTF-8'), ('XDG_CURRENT_DESKTOP', 'ubuntu:GNOME'), ('LC_TELEPHONE', 'lzh_TW'), ('XMODIFIERS', '@im=ibus'), ('XDG_SESSION_DESKTOP', 'ubuntu'), ('XAUTHORITY', '/run/user/1000/.mutter-Xwaylandauth.0M14E3'), ('LS_COLORS', 'rs=0:di=01;34:ln=01;36:mh=00:pi=40;33:so=01;35:do=01;35:bd=40;33;01:cd=40;33;01:or=40;31;01:mi=00:su=37;41:sg=30;43:ca=30;41:tw=30;42:ow=34;42:st=37;44:ex=01;32:*.tar=01;31:*.tgz=01;31:*.arc=01;31:*.arj=01;31:*.taz=01;31:*.lha=01;31:*.lz4=01;31:*.lzh=01;31:*.lzma=01;31:*.tlz=01;31:*.txz=01;31:*.tzo=01;31:*.t7z=01;31:*.zip=01;31:*.z=01;31:*.dz=01;31:*.gz=01;31:*.lrz=01;31:*.lz=01;31:*.lzo=01;31:*.xz=01;31:*.zst=01;31:*.tzst=01;31:*.bz2=01;31:*.bz=01;31:*.tbz=01;31:*.tbz2=01;31:*.tz=01;31:*.deb=01;31:*.rpm=01;31:*.jar=01;31:*.war=01;31:*.ear=01;31:*.sar=01;31:*.rar=01;31:*.alz=01;31:*.ace=01;31:*.zoo=01;31:*.cpio=01;31:*.7z=01;31:*.rz=01;31:*.cab=01;31:*.wim=01;31:*.swm=01;31:*.dwm=01;31:*.esd=01;31:*.jpg=01;35:*.jpeg=01;35:*.mjpg=01;35:*.mjpeg=01;35:*.gif=01;35:*.bmp=01;35:*.pbm=01;35:*.pgm=01;35:*.ppm=01;35:*.tga=01;35:*.xbm=01;35:*.xpm=01;35:*.tif=01;35:*.tiff=01;35:*.png=01;35:*.svg=01;35:*.svgz=01;35:*.mng=01;35:*.pcx=01;35:*.mov=01;35:*.mpg=01;35:*.mpeg=01;35:*.m2v=01;35:*.mkv=01;35:*.webm=01;35:*.webp=01;35:*.ogm=01;35:*.mp4=01;35:*.m4v=01;35:*.mp4v=01;35:*.vob=01;35:*.qt=01;35:*.nuv=01;35:*.wmv=01;35:*.asf=01;35:*.rm=01;35:*.rmvb=01;35:*.flc=01;35:*.avi=01;35:*.fli=01;35:*.flv=01;35:*.gl=01;35:*.dl=01;35:*.xcf=01;35:*.xwd=01;35:*.yuv=01;35:*.cgm=01;35:*.emf=01;35:*.ogv=01;35:*.ogx=01;35:*.aac=00;36:*.au=00;36:*.flac=00;36:*.m4a=00;36:*.mid=00;36:*.midi=00;36:*.mka=00;36:*.mp3=00;36:*.mpc=00;36:*.ogg=00;36:*.ra=00;36:*.wav=00;36:*.oga=00;36:*.opus=00;36:*.spx=00;36:*.xspf=00;36:'), ('GNOME_TERMINAL_SERVICE', ':1.214'), ('SSH_AGENT_LAUNCHER', 'gnome-keyring'), ('SSH_AUTH_SOCK', '/run/user/1000/keyring/ssh'), ('AMENT_PREFIX_PATH', '/opt/ros/humble'), ('SHELL', '/bin/bash'), ('LC_NAME', 'lzh_TW'), ('QT_ACCESSIBILITY', '1'), ('myrobot', '/home/cuong/ros2_ws/src/myrobot'), ('GDMSESSION', 'ubuntu'), ('LESSCLOSE', '/usr/bin/lesspipe %s %s'), ('IGN_GAZEBO_RESOURCE_PATH', ':/home/cuong/ros2_ws/src/myrobot'), ('LC_MEASUREMENT', 'lzh_TW'), ('LC_IDENTIFICATION', 'lzh_TW'), ('QT_IM_MODULE', 'ibus'), ('PWD', '/home/cuong/ros2_ws/build/myrobot'), ('LC_ALL', 'en_US.UTF-8'), ('XDG_CONFIG_DIRS', '/etc/xdg/xdg-ubuntu:/etc/xdg'), ('XDG_DATA_DIRS', '/usr/share/ubuntu:/usr/local/share/:/usr/share/:/var/lib/snapd/desktop'), ('PYTHONPATH', '/opt/ros/humble/lib/python3.10/site-packages:/opt/ros/humble/local/lib/python3.10/dist-packages'), ('LC_NUMERIC', 'lzh_TW'), ('LC_PAPER', 'lzh_TW'), ('COLCON', '1'), ('VTE_VERSION', '6800'), ('CMAKE_PREFIX_PATH', '/opt/ros/humble')]), 'shell': False}
[0.048625] (myrobot) StdoutLine: {'line': b'-- Install configuration: ""\n'}
[0.048895] (myrobot) StdoutLine: {'line': b'-- Execute custom install script\n'}
[0.049112] (myrobot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/cuong/ros2_ws/install/myrobot/share/myrobot/config/empty.yaml\n'}
[0.049219] (myrobot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/cuong/ros2_ws/install/myrobot/share/myrobot/config/gaz_ros2_ctl_use_sim.yaml\n'}
[0.049273] (myrobot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/cuong/ros2_ws/install/myrobot/share/myrobot/config/gazebo_params.yaml\n'}
[0.049352] (myrobot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/cuong/ros2_ws/install/myrobot/share/myrobot/config/mapper_params_online_async.yaml\n'}
[0.049398] (myrobot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/cuong/ros2_ws/install/myrobot/share/myrobot/config/my_controllers.yaml\n'}
[0.049437] (myrobot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/cuong/ros2_ws/install/myrobot/share/myrobot/config/myrobot.rviz\n'}
[0.049500] (myrobot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/cuong/ros2_ws/install/myrobot/share/myrobot/config/twist_mux.yaml\n'}
[0.049540] (myrobot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/cuong/ros2_ws/install/myrobot/share/myrobot/config/view_bot.rviz\n'}
[0.049597] (myrobot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/cuong/ros2_ws/install/myrobot/share/myrobot/launch/launch_sim.launch.py\n'}
[0.049660] (myrobot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/cuong/ros2_ws/install/myrobot/share/myrobot/launch/launch_sim_realmodel.launch.py\n'}
[0.049712] (myrobot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/cuong/ros2_ws/install/myrobot/share/myrobot/launch/rsp.launch.py\n'}
[0.049826] (myrobot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/cuong/ros2_ws/install/myrobot/share/myrobot/worlds/myworld.world\n'}
[0.050024] (myrobot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/cuong/ros2_ws/install/myrobot/share/myrobot/description/camera.xacro\n'}
[0.050075] (myrobot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/cuong/ros2_ws/install/myrobot/share/myrobot/description/depth_camera.xacro\n'}
[0.050127] (myrobot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/cuong/ros2_ws/install/myrobot/share/myrobot/description/gazebo_control.xacro\n'}
[0.050178] (myrobot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/cuong/ros2_ws/install/myrobot/share/myrobot/description/inertial_macros.xacro\n'}
[0.050229] (myrobot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/cuong/ros2_ws/install/myrobot/share/myrobot/description/lidar.xacro\n'}
[0.050282] (myrobot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/cuong/ros2_ws/install/myrobot/share/myrobot/description/meshes/BLC_link.STL\n'}
[0.050335] (myrobot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/cuong/ros2_ws/install/myrobot/share/myrobot/description/meshes/BRC_link.STL\n'}
[0.050387] (myrobot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/cuong/ros2_ws/install/myrobot/share/myrobot/description/meshes/FLC_link.STL\n'}
[0.050447] (myrobot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/cuong/ros2_ws/install/myrobot/share/myrobot/description/meshes/FRC_link.STL\n'}
[0.050500] (myrobot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/cuong/ros2_ws/install/myrobot/share/myrobot/description/meshes/LD_link.STL\n'}
[0.050553] (myrobot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/cuong/ros2_ws/install/myrobot/share/myrobot/description/meshes/Lidar_link.STL\n'}
[0.050613] (myrobot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/cuong/ros2_ws/install/myrobot/share/myrobot/description/meshes/RD_link.STL\n'}
[0.050666] (myrobot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/cuong/ros2_ws/install/myrobot/share/myrobot/description/meshes/base_link.STL\n'}
[0.050717] (myrobot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/cuong/ros2_ws/install/myrobot/share/myrobot/description/robot.urdf.xacro\n'}
[0.050768] (myrobot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/cuong/ros2_ws/install/myrobot/share/myrobot/description/robot_core.xacro\n'}
[0.050819] (myrobot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/cuong/ros2_ws/install/myrobot/share/myrobot/description/robot_core_gazebo.xacro\n'}
[0.050870] (myrobot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/cuong/ros2_ws/install/myrobot/share/myrobot/description/robot_core_test.xacro\n'}
[0.050921] (myrobot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/cuong/ros2_ws/install/myrobot/share/myrobot/description/ros2_control.xacro\n'}
[0.051016] (myrobot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/cuong/ros2_ws/install/myrobot/share/myrobot/meshes/BLC_link.STL\n'}
[0.051064] (myrobot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/cuong/ros2_ws/install/myrobot/share/myrobot/meshes/BRC_link.STL\n'}
[0.051118] (myrobot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/cuong/ros2_ws/install/myrobot/share/myrobot/meshes/FLC_link.STL\n'}
[0.051167] (myrobot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/cuong/ros2_ws/install/myrobot/share/myrobot/meshes/FRC_link.STL\n'}
[0.051217] (myrobot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/cuong/ros2_ws/install/myrobot/share/myrobot/meshes/LD_link.STL\n'}
[0.051268] (myrobot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/cuong/ros2_ws/install/myrobot/share/myrobot/meshes/Lidar_link.STL\n'}
[0.051319] (myrobot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/cuong/ros2_ws/install/myrobot/share/myrobot/meshes/RD_link.STL\n'}
[0.051372] (myrobot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/cuong/ros2_ws/install/myrobot/share/myrobot/meshes/base_link.STL\n'}
[0.051438] (myrobot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/cuong/ros2_ws/install/myrobot/share/ament_index/resource_index/package_run_dependencies/myrobot\n'}
[0.051526] (myrobot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/cuong/ros2_ws/install/myrobot/share/ament_index/resource_index/parent_prefix_path/myrobot\n'}
[0.051614] (myrobot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/cuong/ros2_ws/install/myrobot/share/myrobot/environment/ament_prefix_path.sh\n'}
[0.051693] (myrobot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/cuong/ros2_ws/install/myrobot/share/myrobot/environment/ament_prefix_path.dsv\n'}
[0.051771] (myrobot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/cuong/ros2_ws/install/myrobot/share/myrobot/environment/path.sh\n'}
[0.051843] (myrobot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/cuong/ros2_ws/install/myrobot/share/myrobot/environment/path.dsv\n'}
[0.051914] (myrobot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/cuong/ros2_ws/install/myrobot/share/myrobot/local_setup.bash\n'}
[0.051987] (myrobot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/cuong/ros2_ws/install/myrobot/share/myrobot/local_setup.sh\n'}
[0.052051] (myrobot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/cuong/ros2_ws/install/myrobot/share/myrobot/local_setup.zsh\n'}
[0.052119] (myrobot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/cuong/ros2_ws/install/myrobot/share/myrobot/local_setup.dsv\n'}
[0.052171] (myrobot) StdoutLine: {'line': b'-- Symlinking: /home/cuong/ros2_ws/install/myrobot/share/myrobot/package.dsv\n'}
[0.057546] (myrobot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/cuong/ros2_ws/install/myrobot/share/ament_index/resource_index/packages/myrobot\n'}
[0.057611] (myrobot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/cuong/ros2_ws/install/myrobot/share/myrobot/cmake/myrobotConfig.cmake\n'}
[0.057664] (myrobot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/cuong/ros2_ws/install/myrobot/share/myrobot/cmake/myrobotConfig-version.cmake\n'}
[0.057738] (myrobot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/cuong/ros2_ws/install/myrobot/share/myrobot/package.xml\n'}
[0.059143] (myrobot) CommandEnded: {'returncode': 0}
[0.069376] (myrobot) JobEnded: {'identifier': 'myrobot', 'rc': 0}
[0.069804] (-) EventReactorShutdown: {}
